順位,名前,点数
2221,サンリツ,320
2222,電業社機械製作所,1020
2223,ヒラキ,500
2224,東京都競馬,670
2225,森トラスト総合リート投資法人　投資証券,1650
2226,ユーシン精機,320
2227,細田工務店,370
2228,内外テック,610
2229,ジャストシステム,350
2230,川岸工業,780
2231,京写,260
2232,アクシーズ,310
2233,ゼニス羽田ホールディングス,670
2234,アークランドサービス,780
2235,ヒガシトゥエンティワン,230
2236,大丸エナウィン,340
2237,ＣＩＪ,1
2238,ダイニチ工業,330
2239,ニッセイ,120
2240,マイスターエンジニアリング,510
2241,日東エフシー,90
2242,ケイティケイ,590
2243,ナイガイ,80
2244,アドヴァン,100
2245,山喜,260
2246,音通,290
2247,フロイント産業,370
2248,ＫＩＭＯＴＯ,60
2249,鳥取銀行,640
2250,よみうりランド,640
2251,ゲンダイエージェンシー,330
2252,安楽亭,500
2253,ライドオン・エクスプレス,730
2254,カワタ,200
2255,アジアグロースキャピタル,720
2256,ケネディクス・オフィス投資法人　投資証券,1440
2257,札幌臨床検査センター,950
2258,日置電機,610
2259,イーレックス,590
2260,ジェーシー・コムサ,490
2261,日本駐車場開発,820
2262,自重堂,130
2263,北沢産業,360
2264,ハピネス・アンド・ディ,480
2265,東京特殊電線,850
2266,光村印刷,710
2267,アスモ,120
2268,リンコーコーポレーション,830
2269,東京鋼鐵,710
2270,フジオーゼックス,690
2271,東祥,260
2272,東洋合成工業,540
2273,ＪＣＲファーマ,60
2274,ハードオフコーポレーション,760
2275,タビオ,50
2276,インタースペース,410
2277,共同紙販ホールディングス,950
2278,アイエックス・ナレッジ,750
2279,ダルトン,250
2280,市進ホールディングス,690
2281,日本アンテナ,650
2282,古林紙工,790
2283,中北製作所,740
2284,ニュートン・フィナンシャル・コンサルティ,980
2285,国際計測器,800
2286,ＮＣＳ＆Ａ,1
2287,くろがねや,550
2288,ニホンフラッシュ,380
2289,川重冷熱工業,810
2290,本多通信工業,570
2291,新星堂,170
2292,ワイエイシイ,120
2293,プロスペクト,590
2294,ユニデンホールディングス,560
2295,いであ,50
2296,日東製網,180
2297,野崎印刷紙業,510
2298,ＡＧＳ,1
2299,フジプレアム,610
2300,夢真ホールディングス,780
2301,ブイ・テクノロジー,600
2302,ブルドックソース,750
2303,キーウェアソリューションズ,730
2304,曽田香料,640
2305,東海染工,620
2306,阿波製紙,120
2307,エスケーアイ,260
2308,日本商業開発,820
2309,冨士ダイス,160
2310,アルテック,530
2311,エヌアイデイ,80
2312,サンユウ,60
2313,日本伸銅,730
2314,ペガサスミシン製造,600
2315,川辺,250
2316,ジョリーパスタ,610
2317,ナガイレーベン,330
2318,ピクセルカンパニーズ,700
2319,オーイズミ,110
2320,ＳＨＯ－ＢＩ,1
2321,中央自動車工業,560
2322,シイエム・シイ,270
2323,ゴルフダイジェスト・オンライン,830
2324,愛眼,60
2325,日本アコモデーションファンド投資法人　投,1310
2326,西部電機,360
2327,東邦レマック,620
2328,仙波糖化工業,750
2329,ヤマト・インダストリー,430
2330,水道機工,670
2331,宮崎太陽銀行,750
2332,エイチーム,60
2333,フロンティア不動産投資法人　投資証券,1440
2334,乾汽船,320
2335,工藤建設,700
2336,エス・ディー・エス　バイオテック,870
2337,尾張精機,560
2338,東京個別指導学院,920
2339,石原ケミカル,710
2340,総合商研,430
2341,大森屋,290
2342,ホクリヨウ,500
2343,ニッコー,530
2344,マルコ,560
2345,ヤマックス,650
2346,テンアライド,250
2347,共和電業,390
2348,イーグランド,300
2349,オオバ,80
2350,サイバネットシステム,350
2351,サンメッセ,240
2352,アイ・ケイ・ケイ,680
2353,東京テアトル,620
2354,東北銀行,610
2355,南海プライウッド,690
2356,ノバレーゼ,300
2357,レーザーテック,640
2358,大和ハウス・レジデンシャル投資法人　投資,1490
2359,トーアミ,60
2360,オーミケンシ,320
2361,東洋証券,320
2362,フォーカスシステムズ,520
2363,エス・エム・エス,330
2364,ＶＯＹＡＧＥ　ＧＲＯＵＰ,120
2365,丸東産業,400
2366,名古屋電機工業,800
2367,ＮＪＳ,1
2368,京阪神ビルディング,860
2369,メディキット,340
2370,ヘリオス　テクノ　ホールディング,780
2371,サコス,320
2372,ポールトゥウィン・ピットクルーホールディ,940
2373,クレステック,650
2374,藍澤證券,320
2375,ニチダイ,50
2376,ハウスドゥ,110
2377,帝国通信工業,850
2378,ヒラノテクシード,640
2379,三光マーケティングフーズ,870
2380,ジャパンエクセレント投資法人　投資証券,1470
2381,東洋精糖,180
2382,ＡＦＣ－ＨＤアムスライフサイエンス,500
2383,鈴縫工業,420
2384,ショーエイコーポレーション,830
2385,大和証券オフィス投資法人　投資証券,1500
2386,トレーディア,250
2387,ワイズテーブルコーポレーション,810
2388,大東銀行,330
2389,メガネスーパー,430
2390,天昇電気工業,840
2391,ナトコ,200
2392,瀧上工業,640
2393,伏木海陸運送,710
2394,ニイタカ,200
2395,東亜ディーケーケー,730
2396,ウェザーニューズ,190
2397,日本乾溜工業,760
2398,福岡リート投資法人　投資証券,1210
2399,センコン物流,730
2400,イソライト工業,670
2401,キャリアリンク,590
2402,ファーストコーポレーション,740
2403,シーボン,110
2404,ビーピー・カストロール,760
2405,Ｍｉｎｏｒｉソリューションズ,760
2406,トーヨーアサノ,120
2407,スター・マイカ,320
2408,ウイルコホールディングス,720
2409,ソフトウェア・サービス,230
2410,エヌ・デーソフトウェア,110
2411,マニー,60
2412,兵機海運,560
2413,ウィザス,110
2414,遠藤製作所,430
2415,東海リース,560
2416,京都きもの友禅,760
2417,ＪＩＥＣ,1
2418,アイ・エス・ビー,170
2419,三ツ知,120
2420,アグロ　カネショウ,610
2421,ジェイグループホールディングス,940
2422,技研興業,720
2423,プロルート丸光,800
2424,日本鋳鉄管,710
2425,大日本コンサルタント,820
2426,北陸電話工事,690
2427,アサヒペン,260
2428,魚喜,590
2429,岡谷電機産業,780
2430,宝印刷,650
2431,ハウス　オブ　ローゼ,390
2432,三相電機,430
2433,テー・オー・ダブリュー,480
2434,黒田精工,640
2435,ＳＨＯＥＩ,1
2436,日本アセットマーケティング,880
2437,バリューコマース,730
2438,ＫＳＫ,60
2439,ヤーマン,60
2440,極東証券,680
2441,ツインバード工業,440
2442,ドリームインキュベータ,720
2443,ハーツユナイテッドグループ,830
2444,ファミリー,260
2445,ハーバー研究所,730
2446,東急リアル・エステート投資法人　投資証券,1420
2447,日本精鉱,620
2448,養命酒製造,290
2449,イフジ産業,160
2450,旭コンクリート工業,730
2451,日本コンピュータ・ダイナミクス,880
2452,三浦印刷,380
2453,ＳＥＭＩＴＥＣ,60
2454,ブロンコビリー,660
2455,日本アクア,590
2456,ＧＣＡサヴィアン,110
2457,セブン工業,390
2458,金下建設,770
2459,電算,170
2460,ニッポン高度紙工業,840
2461,安川情報システム,580
2462,オーバル,250
2463,ダイセキ環境ソリューション,940
2464,日本トリム,620
2465,豆蔵ホールディングス,810
2466,キング,250
2467,日本興業,640
2468,ローツェ,260
2469,ムーンバット,140
2470,ミロク,560
2471,旭精機工業,730
2472,共栄タンカー,530
2473,アサンテ,60
2474,東京汽船,650
2475,日本コロムビア,670
2476,日本ユピカ,590
2477,ライフフーズ,310
2478,富士テクニカ宮津,690
2479,ＢＥＥＮＯＳ,60
2480,イチカワ,200
2481,トラストホールディングス,840
2482,東邦システムサイエンス,420
2483,ＣＳＳホールディングス,420
2484,ネプロジャパン,610
2485,キューブシステム,430
2486,船井総研ホールディングス,810
2487,アイケイ,230
2488,小野測器,590
2489,ソリトンシステムズ,520
2490,昭文社,610
2491,フォーバルテレコム,640
2492,田中化学研究所,790
2493,クラウディア,550
2494,フリージア・マクロス,700
2495,ジャステック,640
2496,中央紙器工業,820
2497,東洋ビジネスエンジニアリング,670
2498,うかい,200
2499,日本Ｍ＆Ａセンター,680
2500,日本電子材料,480
2501,兼松日産農林,920
2502,知多鋼業,280
2503,毎日コムネット,380
2504,ソネック,590
2505,日本ケアサプライ,650
2506,野村マイクロ・サイエンス,830
2507,ヤスハラケミカル,680
2508,小僧寿し,520
2509,東計電算,510
2510,極楽湯,610
2511,クニミネ工業,700
2512,大泉製作所,550
2513,佐渡汽船,370
2514,ＥＲＩホールディングス,360
2515,オカダアイヨン,250
2516,エストラスト,410
2517,アールシーコア,650
2518,サニーサイドアップ,730
2519,東部ネットワーク,340
2520,ソフトクリエイトホールディングス,810
2521,東海汽船,590
2522,フルスピード,610
2523,ブロードメディア,440
2524,アーバネットコーポレーション,790
2525,ジャパンマテリアル,640
2526,日水製薬,370
2527,日本エム・ディ・エム,850
2528,第一カッター興業,720
2529,中国工業,720
2530,神戸発動機,720
2531,セキ,260
2532,トップリート投資法人　投資証券,1240
2533,ウチダエスコ,310
2534,田谷,1
2535,スペースシャワーネットワーク,920
2536,沖電線,370
2537,南総通運,360
2538,高田機工,610
2539,アルデプロ,580
2540,アピックヤマダ,640
2541,ジャパンベストレスキューシステム,990
2542,日本フエルト,560
2543,京福電気鉄道,780
2544,愛光電気,580
2545,日本賃貸住宅投資法人　投資証券,1560
2546,鈴与シンワート,170
2547,ヒガシマル,400
2548,精工技研,640
2549,日本システム技術,930
2550,こころネット,590
2551,レイ,200
2552,アイティフォー,1
2553,理研グリーン,670
2554,レッグス,390
2555,タカチホ,230
2556,両毛システムズ,730
2557,クレオ,500
2558,ソトー,60
2559,ＯＡＴアグリオ,250
2560,丸尾カルシウム,740
2561,元旦ビューティ工業,530
2562,日本タングステン,820
2563,トーイン,1
2564,ラピーヌ,500
2565,新川,260
2566,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資法人　投資,640
2567,ひらまつ,320
2568,ミューチュアル,290
2569,パスポート,590
2570,クイック,590
2571,双信電機,430
2572,ササクラ,650
2573,秀英予備校,340
2574,イーエムシステムズ,320
2575,文溪堂,300
2576,アズマハウス,170
2577,昭和鉄工,620
2578,日本ロジスティクスファンド投資法人　投資,1400
2579,アスラポート・ダイニング,690
2580,ジオマテック,640
2581,イハラサイエンス,350
2582,アトミクス,320
2583,桂川電機,690
2584,ナカボーテック,610
2585,アクセル,560
2586,竹本容器,620
2587,北川工業,690
2588,構造計画研究所,840
2589,エヌジェーケー,310
2590,ロングライフホールディング,830
2591,ＣＤＧ,1
2592,サン・ライフ,260
2593,ダイケン,250
2594,ハビックス,640
2595,ビオフェルミン製薬,670
2596,京進,410
2597,高見沢サイバネティックス,910
2598,リーバイ・ストラウス　ジャパン,780
2599,サイネックス,650
2600,シダー,110
2601,昭和ホールディングス,450
2602,シーエスロジネット,400
2603,エー・ディー・ワークス,490
2604,ファーストブラザーズ,500
2605,ヤマシンフィルタ,320
2606,トレジャー・ファクトリー,700
2607,アメイズ,110
2608,エージーピー,370
2609,阪神内燃機工業,880
2610,わかもと製薬,650
2611,プロパスト,590
2612,ボルテージ,300
2613,くろがね工作所,760
2614,さくらインターネット,650
2615,イクヨ,200
2616,石井食品,440
2617,京都ホテル,530
2618,ソルクシーズ,670
2619,ＧＭＯクラウド,550
2620,サンセイランディック,760
2621,サンコー,260
2622,グリーンクロス,640
2623,成学社,370
2624,セレスポ,620
2625,東和フードサービス,280
2626,日本鋳造,640
2627,アゼアス,140
2628,タカトリ,530
2629,日本コンセプト,710
2630,ニッキ,530
2631,トランザクション,670
2632,テクノスマート,350
2633,マルシェ,320
2634,グローバルダイニング,820
2635,ユニカフェ,200
2636,日東化工,590
2637,コンセック,620
2638,ハイマックス,650
2639,櫻護謨,670
2640,セキド,310
2641,イワブチ,50
2642,インプレスホールディングス,840
2643,カナレ電気,610
2644,プレミア投資法人　投資証券,1150
2645,ダイジェット工業,410
2646,オーナミ,60
2647,サクセスホールディングス,870
2648,赤阪鐵工所,740
2649,パラカ,500
2650,ウォーターダイレクト,640
2651,三光産業,490
2652,ホクシン,290
2653,重松製作所,670
2654,天龍製鋸,700
2655,放電精密加工研究所,1030
2656,システムリサーチ,470
2657,有機合成薬品工業,900
2658,高砂鐵工,700
2659,トレックス・セミコンダクター,880
2660,ニッチツ,90
2661,杉村倉庫,730
2662,クリエートメディック,700
2663,美濃窯業,170
2664,パウダーテック,580
2665,コムチュア,260
2666,富山銀行,310
2667,鉄人化計画,760
2668,アルメタックス,650
2669,白青舎,380
2670,ウエスコホールディングス,750
2671,ケル,500
2672,ジーンズメイト,160
2673,森下仁丹,490
2674,三信建設工業,970
2675,島根銀行,400
2676,東京會舘,620
2677,ヤマダコーポレーション,730
2678,阪急リート投資法人　投資証券,1300
2679,アイスタイル,290
2680,ＺＯＡ,1
2681,ゼットン,80
2682,星医療酸器,440
2683,一六堂,550
2684,太洋基礎工業,730
2685,エイアンドティー,50
2686,カネヨウ,200
2687,森ヒルズリート投資法人　投資証券,1380
2688,日本高純度化学,860
2689,ピエトロ,500
2690,平安レイサービス,400
2691,ティア,1
2692,テクノメディカ,640
2693,マナック,590
2694,オーエス,60
2695,旭情報サービス,370
2696,産業ファンド投資法人　投資証券,1130
2697,タカセ,260
2698,まんだらけ,610
2699,三ッ星,210
2700,スリープログループ,790
2701,ミライアル,590
2702,トスネット,150
2703,フジコー,250
2704,旭松食品,530
2705,エヌ・ピー・シー,380
2706,フジコピアン,550
2707,学究社,640
2708,青山財産ネットワークス,490
2709,アトムリビンテック,670
2710,ジェイエイシーリクルートメント,850
2711,サムシングホールディングス,740
2712,セーラー広告,710
2713,ウライ,200
2714,攝津製油,240
2715,東栄リーファーライン,790
2716,新日本建物,300
2717,小田原エンジニアリング,770
2718,オービス,110
2719,ダイトーケミックス,730
2720,ハブ,50
2721,翻訳センター,320
2722,リヒトラブ,580
2723,サダマツ,230
2724,サンウッド,190
2725,日本ギア工業,750
2726,東京楽天地,590
2727,石井鐵工所,740
2728,ショクブン,310
2729,鶴弥,260
2730,ワイヤレスゲート,310
2731,ステップ,590
2732,メック,590
2733,オーケー食品工業,820
2734,京極運輸商事,810
2735,アドソル日進,460
2736,セコニックホールディングス,810
2737,ナンシン,150
2738,丸千代山岡家,680
2739,ヨシックス,650
2740,平山,260
2741,大幸薬品,580
2742,大宝運輸,550
2743,アバント,50
2744,オートウェーブ,110
2745,ウェルネット,230
2746,浅香工業,670
2747,日本ＢＳ放送,650
2748,サイバーリンクス,670
2749,光製作所,740
2750,パシフィックシステム,830
2751,ペッパーフードサービス,900
2752,ニッカトー,530
2753,ＩＧポート,200
2754,日建工学,640
2755,ＹＫＴ,1
2756,フレンドリー,580
2757,スターティア,90
2758,兼松エンジニアリング,870
2759,平賀,250
2760,ハウスコム,320
2761,東洋電機,280
2762,ケミプロ化成,650
2763,スーパーツール,740
2764,岡山製紙,380
2765,タツモ,150
2766,グローバル・ワン不動産投資法人　投資証券,1480
2767,ベリテ,250
2768,福井コンピュータホールディングス,810
2769,石川製作所,860
2770,ギャバン,100
2771,増田製粉所,290
2772,ホリイフードサービス,480
2773,ファステップス,680
2774,バッファロー,280
2775,日本コンベヤ,670
2776,デジタル・インフォメーション・テクノロジ,1040
2777,山田コンサルティンググループ,950
2778,ムラキ,560
2779,平和不動産リート投資法人　投資証券,1380
2780,日本パワーファスニング,820
2781,フィスコ,260
2782,パピレス,590
2783,鉱研工業,700
2784,日本出版貿易,760
2785,ユナイテッド,130
2786,中央ビルト工業,690
2787,ベクトル,550
2788,エヌエフ回路設計ブロック,880
2789,シーマ,120
2790,ＮＫＫスイッチズ,170
2791,ネクシィーズ,310
2792,特殊電極,700
2793,サイバーコム,370
2794,明豊ファシリティワークス,740
2795,イサム塗料,320
2796,ネポン,230
2797,アサカ理研,590
2798,ジャパンシステム,430
2799,クロスキャット,620
2800,ピー・シー・エー,440
2801,日本坩堝,680
2802,シグマクシス,550
2803,クロス・マーケティンググループ,900
2804,ＡＮＡＰ,60
2805,東京機械製作所,890
2806,協立エアテック,650
2807,メディアドゥ,190
2808,シード平和,140
2809,シリコンスタジオ,670
2810,ヤガミ,110
2811,シンクレイヤ,560
2812,ＪＥＳＣＯホールディングス,360
2813,大研医器,340
2814,セフテック,590
2815,ＣＤＳ,1
2816,サイボー,110
2817,ランシステム,380
2818,カルラ,530
2819,カネミツ,320
2820,ぱど,250
2821,ＪＥＵＧＩＡ,1
2822,日本精密,740
2823,カネソウ,260
2824,タナベ経営,280
2825,ＩＭＶ,1
2826,高橋カーテンウォール工業,880
2827,朝日ネット,90
2828,菊水電子工業,810
2829,昭和真空,410
2830,東京自働機械製作所,1020
2831,ダイサン,110
2832,オプトエレクトロニクス,710
2833,共和工業所,760
2834,鈴茂器工,810
2835,ジェイエスエス,230
2836,川崎地質,740
2837,東京コスモス電機,880
2838,ミサワ,120
2839,旭化学工業,780
2840,ありがとうサービス,420
2841,ケアサービス,370
2842,モリテックス,650
2843,データリンクス,610
2844,医学生物学研究所,990
2845,カッシーナ・イクスシー,890
2846,ザッパラス,640
2847,昭和化学工業,840
2848,日創プロニティ,620
2849,ハマイ,60
2850,山王,90
2851,ＡＣＣＥＳＳ,120
2852,グリーンランドリゾート,860
2853,ＣＥホールディングス,360
2854,アゴーラ・ホスピタリティー・グループ,990
2855,リベレステ,640
2856,興研,530
2857,互応化学工業,830
2858,名機製作所,800
2859,高木証券,640
2860,コーアツ工業,700
2861,エラン,200
2862,アドバンスクリエイト,660
2863,明星電気,420
2864,岡野バルブ製造,740
2865,日本テレホン,620
2866,日進工具,400
2867,クエスト,260
2868,日本色材工業研究所,1140
2869,きちり,500
2870,サイオステクノロジー,670
2871,ＳＤエンターテイメント,180
2872,森尾電機,610
2873,アマガサ,170
2874,東葛ホールディングス,910
2875,ドリコム,610
2876,新内外綿,290
2877,蔵王産業,190
2878,ビューティガレージ,410
2879,積水ハウス・ＳＩ　レジデンシャル投資法人,1310
2880,ネットイヤーグループ,640
2881,コスモ・バイオ,370
2882,銀座ルノアール,690
2883,タクミナ,260
2884,マルタイ,260
2885,玉井商船,180
2886,ＧＭＯペイメントゲートウェイ,400
2887,エキサイト,260
2888,ＳＥホールディングス・アンド・インキュベ,970
2889,京都機械工具,700
2890,フライングガーデン,440
2891,タツミ,150
2892,オンリー,200
2893,ユニリタ,200
2894,サンユー建設,440
2895,チャーム・ケア・コーポレーション,860
2896,理経,500
2897,東亜バルブエンジニアリング,880
2898,ファーストエスコ,350
2899,暁飯島工業,840
2900,アイル,200
2901,エッチ・ケー・エス,350
2902,光ビジネスフォーム,720
2903,ハチバン,80
2904,日本エアーテック,620
2905,きょくとう,530
2906,ＡＭＢＩＴＩＯＮ,60
2907,シーシーエス,300
2908,メディアフラッグ,440
2909,日本アジア投資,700
2910,エスケイジャパン,610
2911,ソーバル,310
2912,堀田丸正,380
2913,ＰＣＩホールディングス,360
2914,サンワカンパニー,650
2915,ミクロン精密,770
2916,ニットー,30
2917,新東,260
2918,シーズメン,170
2919,ハウスフリーダム,370
2920,倉元製作所,800
2921,ティーライフ,200
2922,インテア・ホールディングス,420
2923,石井表記,320
2924,フジックス,640
2925,川口化学工業,860
2926,不二ラテックス,640
2927,クックパッド,750
2928,駐車場綜合研究所,1080
2929,アルテ　サロン　ホールディングス,900
2930,アールテック・ウエノ,530
2931,シグマ光機,730
2932,スパークス・グループ,790
2933,大運,50
2934,日住サービス,220
2935,日本社宅サービス,790
2936,一休,530
2937,ビューティ花壇,300
2938,エスプール,560
2939,サンケイ化学,670
2940,川上塗料,620
2941,ユーラシア旅行社,740
2942,システムズ・デザイン,360
2943,Ａｉｍｉｎｇ,140
2944,永大化工,560
2945,ロジコム,610
2946,インフォメーションクリエーティブ,790
2947,やまねメディカル,670
2948,ｅｎｉｓｈ,60
2949,アルファ,200
2950,ダントーホールディングス,560
2951,スマートバリュー,430
2952,日本パレットプール,710
2953,中広,530
2954,日本デコラックス,760
2955,ヤマシナ,120
2956,スガイ化学工業,890
2957,ネクスグループ,610
2958,ヨシタケ,260
2959,コーセーアールイー,740
2960,エヌアイシ・オートテック,620
2961,アバールデータ,360
2962,ベリサーブ,390
2963,イントランス,320
2964,ニッパンレンタル,650
2965,メンバーズ,160
2966,オールアバウト,250
2967,東京日産コンピュータシステム,1040
2968,ＵＢＩＣ,1
2969,博展,290
2970,ＦＰＧ,1
2971,ブロッコリー,610
2972,チタン工業,280
2973,キャリアデザインセンター,720
2974,あかつきフィナンシャルグループ,790
2975,コタ,200
2976,城南進学研究社,1020
2977,セーラー万年筆,530
2978,グリムス,370
2979,インテリジェント　ウェイブ,450
2980,クリエアナブキ,580
2981,テクニカル電子,670
2982,シーティーエス,180
2983,日本抵抗器製作所,830
2984,ニレコ,500
2985,ＪＢイレブン,250
2986,岡本硝子,670
2987,ソースネクスト,410
2988,マルマン,350
2989,和弘食品,730
2990,朝日ラバー,310
2991,キャリアバンク,580
2992,福山コンサルタント,740
2993,東京ボード工業,830
2994,東京貴宝,770
2995,福島印刷,440
2996,植松商会,410
2997,中京医薬品,620
2998,ウェッジホールディングス,490
2999,幼児活動研究会,870
3000,イデアインターナショナル,430
3001,サイボウズ,160
3002,アドテック　プラズマ　テクノロジー,920
3003,太陽工機,560
3004,大東紡織,390
3005,綜合臨床ホールディングス,1040
3006,東天紅,260
3007,タカキタ,590
3008,富士変速機,640
3009,三機サービス,460
3010,日本スキー場開発,760
3011,ナガオカ,250
3012,菊池製作所,800
3013,日本製罐,350
3014,東京衡機,650
3015,日本プロセス,710
3016,かんなん丸,650
3017,ＫｅｅＰｅｒ技研,610
3018,昭和システムエンジニアリング,690
3019,日本和装ホールディングス,840
3020,Ｅストアー,60
3021,山大,110
3022,協立情報通信,940
3023,和井田製作所,460
3024,佐藤食品工業,820
3025,協和コンサルタンツ,740
3026,アールビバン,330
3027,郷鉄工所,680
3028,進学会,640
3029,Ｈａｍｅｅ,90
3030,デイトナ,50
3031,松尾電機,370
3032,フジタコーポレーション,670
3033,買取王国,560
3034,トーセ,60
3035,ロブテックス,640
3036,スノーピーク,620
3037,浜井産業,170
3038,ＯＳＧコーポレーション,620
3039,三東工業社,430
3040,秩父鉄道,280
3041,コモ,260
3042,カイノス,260
3043,大谷工業,310
3044,価値開発,650
3045,プラップジャパン,670
3046,アール・エス・シー,440
3047,ゼネラルパッカー,610
3048,中央製作所,440
3049,メディアグローバルリンクス,830
3050,太平製作所,470
3051,ネオス,60
3052,マネーパートナーズグループ,900
3053,アビスト,110
3054,マネースクウェアＨＤ,320
3055,サムコ,320
3056,ＪＭＡＣＳ,1
3057,リード,250
3058,モバイルクリエイト,670
3059,不二精機,310
3060,ＲＶＨ,1
3061,オーネックス,590
3062,サンセイ,120
3063,オプテックス・エフエー,620
3064,テクノクオーツ,650
3065,明豊エンタープライズ,700
3066,日本アイ・エス・ケイ,710
3067,研創,260
3068,ホーブ,50
3069,プレシジョン・システム・サイエンス,1120
3070,日本通信,740
3071,オリジナル設計,670
3072,イーブックイニシアティブジャパン,860
3073,アマテイ,60
3074,中村超硬,620
3075,関門海,380
3076,日本エンタープライズ,700
3077,ＴＯＮＥ,1
3078,エイケン工業,610
3079,多摩川ホールディングス,500
3080,ジャニス工業,390
3081,ホウライ,200
3082,大村紙業,400
3083,助川電気工業,830
3084,海帆,60
3085,インフォマート,60
3086,アスカネット,290
3087,ランドビジネス,440
3088,ソフトブレーン,310
3089,丸八倉庫,650
3090,相模ゴム工業,620
3091,宮入バルブ製作所,930
3092,ホテル、ニューグランド,660
3093,東洋刃物,90
3094,ウィル,200
3095,栄電子,370
3096,篠崎屋,310
3097,リニカル,530
3098,日本プリメックス,770
3099,Ｊストリーム,320
3100,アルバイトタイムス,430
3101,東洋ドライルーブ,660
3102,秋川牧園,730
3103,ローヤル電機,580
3104,銀座山形屋,300
3105,プラッツ,590
3106,ミヤコ,260
3107,名古屋木材,360
3108,岡藤ホールディングス,710
3109,リバーエレテック,610
3110,豊商事,310
3111,ビーイング,100
3112,第一化成,370
3113,エフアンドエム,140
3114,ヒップ,530
3115,オーベクス,310
3116,タケダ機械,610
3117,ブイキューブ,360
3118,櫻島埠頭,670
3119,日本サード・パーティ,760
3120,キムラタン,560
3121,理研コランダム,730
3122,ＭＩＥコーポレーション,620
3123,大和重工,340
3124,キクカワエンタープライズ,610
3125,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,170
3126,東武住販,130
3127,システム情報,290
3128,ＧＭＯペパボ,580
3129,原弘産,710
3130,歌舞伎座,630
3131,エスエルディー,340
3132,ダブル・スコープ,660
3133,オリコン,500
3134,ユニバーサルソリューションシステムズ,1170
3135,アジュバンコスメジャパン,890
3136,パシフィックネット,650
3137,アイビー化粧品,340
3138,インヴィンシブル投資法人　投資証券,1460
3139,ＳＴＵＤＩＯＵＳ,120
3140,加地テック,610
3141,ニッコウトラベル,610
3142,イーサポートリンク,620
3143,ビジネス・ワンホールディングス,640
3144,エヌ・ティ・ティ・データ・イントラマート,790
3145,ＫＧ情報,80
3146,ジェネレーションパス,700
3147,サイタホールディングス,420
3148,アストマックス,740
3149,リアルコム,590
3150,アミタホールディングス,420
3151,日本製麻,150
3152,ガイアックス,640
3153,ジョルダン,300
3154,シンプロメンテ,680
3155,ＵＬＳグループ,550
3156,ニックス,590
3157,アルトナー,200
3158,北川精機,670
3159,リブセンス,370
3160,ゴルフ・ドゥ,300
3161,エコノス,260
3162,ユークス,260
3163,創健社,440
3164,神田通信機,760
3165,ダイヤ通商,200
3166,白鳩,290
3167,モーニングスター,260
3168,明治機械,670
3169,山加電業,390
3170,エムジーホーム,260
3171,スターツ出版,740
3172,アイロムグループ,640
3173,メタップス,650
3174,麻生フオームクリート,680
3175,トリケミカル研究所,770
3176,セック,590
3177,テクノスジャパン,640
3178,セブンシーズホールディングス,730
3179,ナビタス,110
3180,イー・ギャランティ,250
3181,共同ピーアール,640
3182,宇野澤組鐵工所,770
3183,土木管理総合試験所,970
3184,バナーズ,100
3185,Ｃ＆Ｇシステムズ,230
3186,太洋工業,340
3187,ベルグアース,360
3188,タイセイ,90
3189,テセック,590
3190,グラファイトデザイン,380
3191,学情,300
3192,ＡＫＩＢＡホールディングス,420
3193,小野産業,140
3194,ユニバーサル園芸社,450
3195,アクモス,320
3196,シンポ,260
3197,インターアクション,320
3198,マーケットエンタープライズ,730
3199,Ｍｉｐｏｘ,200
3200,テックファームホールディングス,810
3201,リミックスポイント,650
3202,フィンテック　グローバル,660
3203,ソフィアホールディングス,450
3204,卑弥呼,260
3205,ＴＲＵＣＫ－ＯＮＥ,1
3206,クリップコーポレーション,740
3207,ヒューマンウェブ,110
3208,中日本鋳工,590
3209,夢テクノロジー,610
3210,アートスパークホールディングス,870
3211,モブキャスト,370
3212,ツヴァイ,110
3213,国際チャート,590
3214,東邦金属,610
3215,ビジネス・ブレークスルー,920
3216,不二電機工業,710
3217,光陽社,590
3218,アールエイジ,250
3219,ＫＹＣＯＭホールディングス,360
3220,エムアップ,590
3221,ザインエレクトロニクス,730
3222,ビーロット,280
3223,鴨川グランドホテル,770
3224,アイフィスジャパン,310
3225,イード,50
3226,環境管理センター,770
3227,新報国製鉄,740
3228,ＴＢグループ,550
3229,レカム,560
3230,日本一ソフトウェア,620
3231,そーせいグループ,700
3232,夢の街創造委員会,550
3233,ストライダーズ,360
3234,小田原機器,610
3235,アルメディオ,310
3236,レントラックス,620
3237,日本フォームサービス,850
3238,イマジニア,110
3239,テクノアルファ,500
3240,昴,310
3241,センチュリー２１・ジャパン,670
3242,桜井製作所,860
3243,アイレックス,590
3244,ソフトマックス,710
3245,東京一番フーズ,330
3246,ピープル,530
3247,プロシップ,650
3248,アスコット,290
3249,トライアイズ,280
3250,インヴァスト証券,460
3251,プラコー,500
3252,クボテック,640
3253,地域新聞社,520
3254,オリエンタルチエン工業,700
3255,シベール,310
3256,セイヒョー,60
3257,ニチリョク,500
3258,デジタルアーツ,390
3259,アクセルマーク,680
3260,テイン,1
3261,ジェイテック,580
3262,アクリーティブ,550
3263,東福製粉,320
3264,フルッタフルッタ,770
3265,倉庫精練,620
